번호,제목,보도일,상세페이지URL,첨부파일,담당부서,내용
784,"이찬진 금융감독원장, 자산운용사 CEO 간담회 개최",2025.12.17,https://www.fss.or.kr/fss/bbs/B0000188/view.do?nttId=208195&menuNo=200218&pageIndex=1,"251216_(보도자료) 이찬진 금융감독원장, 자산운용사 CEO 간담회 개최.hwp (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=586fe96e425f4d65a2c0bf5cad206fb3&fileSn=1&bbsId=), 251216_(보도자료) 이찬진 금융감독원장, 자산운용사 CEO 간담회 개최.pdf (https://www.fss.or.kr/fss/cmmn/file/fileDown.do?menuNo=200218&atchFileId=586fe96e425f4d65a2c0bf5cad206fb3&fileSn=2&bbsId=)",자산운용감독국,"□ '25.12.17.(수) 이찬진 금융감독원장은 금융투자협회장 및 20개 자산운용사 CEO와 간담회를 개최하였음
ㅇ 이번 간담회는 투자자보호 및 감독,검사 메시지 전달, 향후 자산운용시장 전망에 관한 논의, 업계 건의사항 청취 등 쌍방향 소통의 일환으로 실시한 것임
<자산운용사 CEO 간담회 개요>
ㅁ 일시 : '25.12.17.(수) 9:30~11:00
ㅁ 장소 : 금융투자협회 대회의실(23F)
ㅁ 참석자 : (금융감독원) 이찬진 원장, 서재완 금융투자 부원장보 / (자산운용업계) 금융투자협회장, 20개 자산운용사 CEO
※ 자세한 내용은 첨부파일을 참고하시기 바랍니다."
